Geneid,nodule_al_uniq,root_al_uniq,nodule_almult,root_almult
gene:GLYMA_02G066800,0,3,0,4
gene:GLYMA_02G066900,25,15,31,15
gene:GLYMA_02G067000,28,24,61,69
gene:GLYMA_02G067100,9,27,15,31
gene:GLYMA_02G067200,0,0,0,0
gene:GLYMA_02G0673002,55,43,96,88
gene:GLYMA_02G067400,418,567,546,806
gene:GLYMA_02G067500,0,28,2,59
gene:GLYMA_02G067600,1,13,2,18
gene:GLYMA_02G067700,0,1,1,2
gene:GLYMA_02G067800,0,0,1,1
gene:GLYMA_02G067900,0,0,0,0
gene:GLYMA_02G068000,29,34,42,53
gene:GLYMA_02G068100,4,118,5,132
gene:GLYMA_02G068200,1,30,3,31
gene:GLYMA_02G068300,10,11,20,21
gene:GLYMA_02G068400,2,6,71,45
gene:GLYMA_02G068500,86,134,230,315
gene:GLYMA_02G068600,3,3,74,43
gene:GLYMA_02G068700,0,0,0,0
gene:GLYMA_02G068800,0,0,0,0
gene:GLYMA_02G068900,16,12,46,25
gene:GLYMA_02G069000,16,65,49,126
gene:GLYMA_02G069100,0,0,0,0
gene:GLYMA_02G069200,0,0,0,0
gene:GLYMA_02G069300,0,0,21,10
gene:GLYMA_02G069400,0,0,94,48
gene:GLYMA_02G069500,3,0,3,0
gene:GLYMA_02G069600,0,0,0,3
gene:GLYMA_02G069700,10,34,10,40
gene:GLYMA_02G069800,1,7,8,27
gene:GLYMA_02G069900,14,143,17,181
gene:GLYMA_02G070000,0,55,1,69
gene:GLYMA_02G070100,30,38,47,56
gene:GLYMA_02G070200,0,0,0,0
gene:GLYMA_02G070300,29,31,42,32
gene:GLYMA_02G070400,0,0,0,0
gene:GLYMA_02G070500,28,37,59,41
gene:GLYMA_02G070600,1,76,7,116
gene:GLYMA_02G070700,0,0,2,0
gene:GLYMA_02G070800,0,3,0,3
gene:GLYMA_02G070900,0,11,0,21
gene:GLYMA_02G071000,3,0,4,0
gene:GLYMA_02G071100,0,1,1,1
gene:GLYMA_02G071200,0,0,0,0
gene:GLYMA_02G071300,108,310,194,468
gene:GLYMA_02G071400,7,18,8,25
gene:GLYMA_02G071500,4,8,4,10
gene:GLYMA_02G071600,3,6,9,7
gene:GLYMA_02G071700,36,9,55,11
gene:GLYMA_02G071800,10,1,12,2
gene:GLYMA_02G071900,296,449,526,825
gene:GLYMA_02G072000,35,46,36,48
gene:GLYMA_02G072100,0,0,1,2
gene:GLYMA_02G072200,0,0,3,3
gene:GLYMA_02G072300,14,35,16,43
gene:GLYMA_02G072400,19,194,24,214
gene:GLYMA_02G072500,11,15,23,50
gene:GLYMA_02G072600,10,17,10,17
gene:GLYMA_02G072700,421,316,664,540
gene:GLYMA_02G072800,22,35,43,67
gene:GLYMA_02G072900,0,0,1,1
gene:GLYMA_02G073000,14,21,21,34
gene:GLYMA_02G0731002,58,62,88,101
gene:GLYMA_02G0731001,15,14,25,18
gene:GLYMA_02G073200,2,2,2,2
gene:GLYMA_02G073300,7,2,7,2
gene:GLYMA_02G073400,8,1,24,1
gene:GLYMA_02G073500,26,36,30,45
gene:GLYMA_02G073600,1,25,167,2223
gene:GLYMA_02G073700,0,7,120,1519
gene:GLYMA_02G073800,0,0,0,0
gene:GLYMA_02G073900,7,29,19,41
gene:GLYMA_02G074000,9,11,9,14
gene:GLYMA_02G074100,30,37,59,61
gene:GLYMA_02G074200,122,219,402,720
gene:GLYMA_02G074300,0,1,1,2
gene:GLYMA_02G074400,1,0,1,0
gene:GLYMA_02G074500,4,17,7,28
gene:GLYMA_02G074600,1,10,11,24
gene:GLYMA_02G074700,0,0,0,0
gene:GLYMA_02G074800,0,2,0,10
gene:GLYMA_02G074900,0,0,0,0
gene:GLYMA_02G075000,0,0,1,0
gene:GLYMA_02G075100,16,437,40,659
gene:GLYMA_02G075200,63,47,77,56
gene:GLYMA_02G075300,232,24,288,52
gene:GLYMA_02G075400,0,0,1,6
gene:GLYMA_02G075500,0,0,1,4
gene:GLYMA_02G075600,86,44,113,62
gene:GLYMA_02G075700,22,69,58,128
gene:GLYMA_02G075800,0,4,0,7
gene:GLYMA_02G075900,66,72,88,94
gene:GLYMA_02G076000,13,19,41,75
gene:GLYMA_02G076100,21,62,48,88
gene:GLYMA_02G076200,0,3,1,3
gene:GLYMA_02G076300,0,0,0,0
gene:GLYMA_02G076400,0,0,0,0
gene:GLYMA_02G076500,214,197,214,203
gene:GLYMA_02G076600,2732,17,2808,17
gene:GLYMA_02G076700,12,8,15,11
gene:GLYMA_02G076800,80,5,80,5
gene:GLYMA_02G076900,5,0,9,8
gene:GLYMA_02G077000,0,0,0,0
gene:GLYMA_02G077100,120,96,383,153
gene:GLYMA_02G077200,0,2,0,5
gene:GLYMA_02G077300,0,0,6,5
gene:GLYMA_02G077400,0,0,1,0
gene:GLYMA_02G077500,8,7,8,8
gene:GLYMA_02G077600,0,0,0,12
gene:GLYMA_02G077700,54,8,64,8
gene:GLYMA_02G077800,0,0,0,0
gene:GLYMA_02G077900,5,2,5,2
gene:GLYMA_02G078000,119,90,119,90
gene:GLYMA_02G078100,56,64,69,66
gene:GLYMA_02G078200,2,28,2,28
gene:GLYMA_02G078300,0,0,0,0
gene:GLYMA_02G078400,1,4,1,4
gene:GLYMA_02G078500,112,193,116,193
gene:GLYMA_02G078600,5,36,5,36
gene:GLYMA_02G078700,11,32,25,54
gene:GLYMA_02G078800,0,0,0,0
gene:GLYMA_02G078900,0,4,0,7
gene:GLYMA_02G079000,79,41,284,400
gene:GLYMA_02G079100,12,30,26,52
gene:GLYMA_02G079200,29,23,38,32
gene:GLYMA_02G079300,8,20,17,28
gene:GLYMA_02G079400,0,5,1,8
gene:GLYMA_02G079500,1,0,3,0
gene:GLYMA_02G079600,5,0,5,0
gene:GLYMA_02G079700,44,0,45,0
gene:GLYMA_02G079800,8,1,15,67
gene:GLYMA_02G079900,36,63,56,116
gene:GLYMA_02G080000,0,3,0,3
gene:GLYMA_02G080100,30,28,86,61
gene:GLYMA_02G080200,8,9,11,16
gene:GLYMA_02G080300,1,5,2,6
gene:GLYMA_02G080400,2,4,3,5
gene:GLYMA_02G080500,72,114,151,251
gene:GLYMA_02G080600,100,106,145,138
gene:GLYMA_02G080700,0,19,4,25
gene:GLYMA_02G080800,0,0,1,0
gene:GLYMA_02G080900,30,699,78,1604
gene:GLYMA_02G081000,37,26,39,28
gene:GLYMA_02G081100,92,313,116,340
gene:GLYMA_02G081200,53,60,76,87
gene:GLYMA_02G081300,0,14,2,17
gene:GLYMA_02G081400,118,52,159,108
gene:GLYMA_02G081500,10,23,11,35
gene:GLYMA_02G081600,2,24,6,26
gene:GLYMA_02G081700,0,0,1,0
gene:GLYMA_02G081800,46,118,126,384
gene:GLYMA_02G081900,0,0,0,0
gene:GLYMA_02G082000,1,32,2,56
gene:GLYMA_02G082100,8,342,18,570
gene:GLYMA_02G082200,31,32,61,67
gene:GLYMA_02G082300,48,71,132,235
gene:GLYMA_02G082400,0,0,0,0
gene:GLYMA_02G082500,6,88,17,138
gene:GLYMA_02G082600,52,29,97,75
gene:GLYMA_02G082700,0,2,0,2
gene:GLYMA_02G082800,43,166,59,227
gene:GLYMA_02G082900,0,1,0,1
gene:GLYMA_02G083000,1,0,1,1
gene:GLYMA_02G083100,0,0,0,0
gene:GLYMA_02G083200,0,0,0,0
gene:GLYMA_02G083300,0,0,0,3
gene:GLYMA_02G083400,287,334,289,334
gene:GLYMA_02G083500,843,5629,3160,15111
gene:GLYMA_02G083600,12,1033,13,1075
gene:GLYMA_02G083700,780,18811,1202,32965
gene:GLYMA_02G083800,57,77,66,97
gene:GLYMA_02G083900,6,59,8,77
gene:GLYMA_02G084000,0,0,0,0
gene:GLYMA_02G084100,29,82,54,199
gene:GLYMA_02G084200,0,0,0,0
gene:GLYMA_02G084300,2212,241,2314,263
gene:GLYMA_02G084400,199,136,271,193
gene:GLYMA_02G084500,11,5,12,6
gene:GLYMA_02G084600,1,0,2,0
gene:GLYMA_02G084700,42,0,44,2
gene:GLYMA_02G084800,0,0,0,0
gene:GLYMA_02G084900,28,25,65,59
gene:GLYMA_02G085000,49,41,83,67
gene:GLYMA_02G085100,12,13,32,33
gene:GLYMA_02G085200,193,229,218,269
gene:GLYMA_02G085300,1355,1827,1520,2292
gene:GLYMA_02G085400,11,24,12,31
gene:GLYMA_02G085500,177,249,306,455
gene:GLYMA_02G085600,18,58,21,62
gene:GLYMA_02G085700,1,1,4,5
gene:GLYMA_02G085800,28,255,581,3978
gene:GLYMA_02G085900,17,24,25,32
gene:GLYMA_02G086000,12,90,12,91
gene:GLYMA_02G086100,99,175,100,185
gene:GLYMA_02G086200,184,269,309,453
gene:GLYMA_02G086300,12,7,20,21
gene:GLYMA_02G086400,0,0,0,0
gene:GLYMA_02G086500,0,0,0,0
gene:GLYMA_02G086600,11,73,22,157
gene:GLYMA_02G086700,5,0,5,0
gene:GLYMA_02G086800,2,1,3,1
gene:GLYMA_02G086900,0,3,1,3
gene:GLYMA_02G087000,35,108,76,178
gene:GLYMA_02G087100,4,0,5,2
gene:GLYMA_02G087200,0,0,0,0
gene:GLYMA_02G087300,0,0,0,0
gene:GLYMA_02G087400,7,69,7,89
gene:GLYMA_02G087500,318,217,378,261
gene:GLYMA_02G087600,0,0,0,0
gene:GLYMA_02G087700,23,16,90,109
gene:GLYMA_02G087800,6,25,7,29
gene:GLYMA_02G087900,1,1,105,1
gene:GLYMA_02G088000,0,0,0,0
gene:GLYMA_02G088100,12,0,12,0
gene:GLYMA_02G088200,1,3,11,9
gene:GLYMA_02G088300,84,153,110,219
gene:GLYMA_02G088400,0,0,0,0
gene:GLYMA_02G088500,0,0,3,2
gene:GLYMA_02G088600,7,28,27,31
gene:GLYMA_02G088700,2,10,3,42
gene:GLYMA_02G088800,0,4,0,5
gene:GLYMA_02G088900,1,111,1,117
gene:GLYMA_02G089000,69,146,77,156
gene:GLYMA_02G089100,9,20,19,38
gene:GLYMA_02G089200,0,0,0,0
gene:GLYMA_02G089300,2,2,5,2
gene:GLYMA_02G089400,6,37,8,42
gene:GLYMA_02G089500,5,24,9,27
gene:GLYMA_02G089600,0,1,0,1
gene:GLYMA_02G089700,0,0,0,0
gene:GLYMA_02G089800,0,0,12,12
gene:GLYMA_02G089900,0,0,0,0
gene:GLYMA_02G090000,1,4,4,8
gene:GLYMA_02G090100,6453,5,9102,6
gene:GLYMA_02G090200,88,36,89,41
gene:GLYMA_02G090300,1,0,4,1
gene:GLYMA_02G090400,0,0,0,1
gene:GLYMA_02G090500,135,99,149,123
gene:GLYMA_02G090600,0,0,1,2
gene:GLYMA_02G090700,0,0,2,17
gene:GLYMA_02G090800,157,111,431,434
gene:GLYMA_02G090900,0,3,0,3
gene:GLYMA_02G091000,0,0,0,0
gene:GLYMA_02G091100,22,5,26,12
gene:GLYMA_02G091200,48,47,92,98
gene:GLYMA_02G091300,17,13,36,40
gene:GLYMA_02G091400,6,3,6,8
gene:GLYMA_02G091500,44,312,49,398
gene:GLYMA_02G091600,1,51,13,99
gene:GLYMA_02G091700,23,27,47,50
gene:GLYMA_02G091800,0,0,4,11
gene:GLYMA_02G091900,308,843,615,1719
gene:GLYMA_02G092000,28,15,45,26
gene:GLYMA_02G092100,21,0,27,0
gene:GLYMA_02G092200,0,0,0,0
gene:GLYMA_02G092300,1,2,3,18
gene:GLYMA_02G092400,56,39,68,46
gene:GLYMA_02G092500,1,4,2,32
gene:GLYMA_02G092600,1101,0,1549,0
gene:GLYMA_02G092700,5,21,19,38
gene:GLYMA_02G092800,0,0,5,0
gene:GLYMA_02G0929002,0,0,1,3
gene:GLYMA_02G0929001,0,0,0,0
gene:GLYMA_02G093000,9,36,17,50
gene:GLYMA_02G093100,2,26,9,34
gene:GLYMA_02G093200,2,45,41,104
gene:GLYMA_02G093300,0,0,3,2
gene:GLYMA_02G093400,0,0,0,0
gene:GLYMA_02G093500,4,56,30,105
gene:GLYMA_02G093600,59,49,89,82
gene:GLYMA_02G093700,17,8,19,11
gene:GLYMA_02G093800,0,1,10,11
gene:ENSRNA049760388,0,0,2,0
gene:GLYMA_02G093900,53,83,118,156
gene:GLYMA_02G094000,11,5,11,5
gene:GLYMA_02G094100,39,122,217,665
gene:GLYMA_02G094200,0,0,4,0
gene:GLYMA_02G094300,298,367,655,849
gene:GLYMA_02G094400,104,86,157,150
gene:GLYMA_02G094500,2,137,3,168
gene:GLYMA_02G094600,0,5,0,6
gene:GLYMA_02G094700,0,0,0,0
gene:GLYMA_02G094800,75,81,265,222
gene:GLYMA_02G094900,1,0,1,0
gene:GLYMA_02G095000,52,67,64,79
gene:GLYMA_02G095100,59,102,78,136
gene:GLYMA_02G095200,22,140,74,272
gene:GLYMA_02G095300,2,21,2,23
gene:GLYMA_02G095400,15,109,31,174
gene:GLYMA_02G095500,51,144,101,297
gene:GLYMA_02G095600,13,34,19,40
gene:GLYMA_02G095700,0,1,0,1
gene:GLYMA_02G095800,0,0,0,0
gene:GLYMA_02G095900,1,31,8,58
gene:GLYMA_02G096000,117,115,163,189
gene:GLYMA_02G096100,0,0,0,0
gene:GLYMA_02G096200,1,0,24,0
gene:GLYMA_02G096300,0,0,0,0
gene:GLYMA_02G096400,1,0,4,0
gene:GLYMA_02G096500,0,0,11,9
gene:GLYMA_02G096600,6,4,34,21
gene:GLYMA_02G096700,0,0,0,0
gene:GLYMA_02G096800,81,705,142,1115
gene:GLYMA_02G096900,0,0,1,0
gene:GLYMA_02G097000,127,172,258,314
gene:GLYMA_02G097100,10,3,23,6
gene:GLYMA_02G097200,110,130,157,227
gene:GLYMA_02G097300,56,46,93,72
gene:GLYMA_02G097400,130,58,301,156
gene:GLYMA_02G097500,47,55,87,128
gene:GLYMA_02G097600,69,134,85,150
gene:GLYMA_02G097700,2,0,5,11
gene:GLYMA_02G097800,1,0,1,0
gene:GLYMA_02G097900,298,3,343,3
gene:GLYMA_02G098000,47,41,71,56
gene:GLYMA_02G098100,41,42,93,102
gene:GLYMA_02G098200,583,0,880,21
gene:GLYMA_02G098300,302,206,447,299
gene:GLYMA_02G098400,0,0,0,0
gene:GLYMA_02G098500,19,9,30,13
gene:GLYMA_02G098600,84,32,84,32
gene:GLYMA_02G098700,15,71,15,71
gene:GLYMA_02G098800,94,278,136,337
gene:GLYMA_02G098900,0,0,0,0
gene:GLYMA_02G099000,0,0,0,0
gene:GLYMA_02G099100,1,0,1,1
gene:GLYMA_02G099200,69,140,118,194
gene:GLYMA_02G099300,41,23,69,35
gene:GLYMA_02G099400,0,0,0,9
gene:GLYMA_02G099500,52,70,62,78
gene:GLYMA_02G099600,0,0,2,0
gene:GLYMA_02G099700,7,8,9,13
gene:GLYMA_02G099800,82,114,108,147
gene:GLYMA_02G099900,125,146,139,163
gene:GLYMA_02G100000,0,6,4,11
gene:GLYMA_02G100100,0,6,0,13
gene:GLYMA_02G100200,30,45,65,74
gene:GLYMA_02G100300,4,37,4,37
gene:GLYMA_02G100400,2,21,2,21
gene:GLYMA_02G100500,0,0,0,0
gene:GLYMA_02G100600,39,24,39,24
gene:GLYMA_02G100700,1,2,1,5
gene:GLYMA_02G100800,156,142,162,145
gene:GLYMA_02G100900,32,61,55,100
gene:GLYMA_02G101000,9,2,17,3
gene:GLYMA_02G101100,23,36,35,56
gene:GLYMA_02G101200,172,58,205,89
gene:GLYMA_02G101300,5,23,9,37
gene:GLYMA_02G101400,5,8,80,70
gene:GLYMA_02G101500,297,211,849,689
gene:GLYMA_02G101600,0,0,15,6
gene:GLYMA_02G101700,653,601,1134,1023
gene:GLYMA_02G101800,132,163,195,213
gene:GLYMA_02G101900,0,0,0,0
gene:GLYMA_02G102000,23,39,65,94
gene:GLYMA_02G102100,3,4,3,4
gene:GLYMA_02G102200,3,0,3,0
gene:GLYMA_02G102300,13,6,17,7
gene:GLYMA_02G102400,92,153,94,160
gene:GLYMA_02G102500,36,59,63,115
gene:GLYMA_02G102600,30,28,55,50
gene:GLYMA_02G102700,728,0,750,0
gene:GLYMA_02G102800,5,30,6,38
gene:GLYMA_02G102900,27,53,84,86
gene:GLYMA_02G103000,0,0,0,0
gene:GLYMA_02G103100,1,0,1,0
gene:GLYMA_02G103200,0,0,0,0
gene:GLYMA_02G103300,203,274,310,461
gene:ENSRNA049760387,2,1,8,2
gene:GLYMA_02G103400,0,0,0,0
gene:GLYMA_02G103500,185,552,273,1160
gene:GLYMA_02G103600,832,795,1021,1057
gene:GLYMA_02G103700,10,89,12,110
gene:GLYMA_02G103800,262,331,485,629
gene:GLYMA_02G103900,1197,1229,1914,2070
gene:GLYMA_02G104000,0,0,3,1
gene:GLYMA_02G104100,0,0,1,0
gene:GLYMA_02G104200,14,18,22,31
gene:GLYMA_02G104300,12,31,23,48
gene:GLYMA_02G104400,0,0,1,1
gene:GLYMA_02G104500,27,25,47,45
gene:GLYMA_02G104600,580,679,580,681
gene:GLYMA_02G104700,0,0,0,2
gene:GLYMA_02G104800,0,0,0,0
gene:GLYMA_02G104900,10,59,10,63
gene:GLYMA_02G105000,0,3,0,6
gene:GLYMA_02G105100,0,0,0,1
gene:GLYMA_02G105200,0,1,0,1
gene:GLYMA_02G105300,15,80,17,88
gene:GLYMA_02G105400,4,97,6,102
gene:GLYMA_02G105500,95,125,114,157
gene:GLYMA_02G105600,262,120,485,233
gene:GLYMA_02G105700,39,39,92,93
gene:GLYMA_02G105800,1,0,5,2
gene:GLYMA_02G105900,6,69,8,79
gene:GLYMA_02G106000,4,4,23,12
gene:GLYMA_02G106100,117,58,194,103
gene:ENSRNA049760347,0,0,2,0
gene:GLYMA_02G106200,0,2,0,6
gene:GLYMA_02G106300,675,49,1071,84
gene:GLYMA_02G106400,1,0,1,0
gene:GLYMA_02G106500,7,0,7,0
gene:GLYMA_02G106600,19,11,20,19
gene:GLYMA_02G106700,437,144,908,302
gene:GLYMA_02G106800,0,1,0,2
gene:GLYMA_02G106900,74,179,106,320
gene:GLYMA_02G107000,0,2,0,3
gene:GLYMA_02G107100,739,612,1406,1119
gene:GLYMA_02G107200,4,28,10,72
gene:GLYMA_02G107300,1,0,3,1
gene:GLYMA_02G107400,0,1,0,2
gene:GLYMA_02G107500,95,229,178,386
gene:GLYMA_02G107600,0,0,3,9
gene:GLYMA_02G107700,170,311,238,421
gene:GLYMA_02G107800,13,2,13,2
gene:GLYMA_02G107900,0,0,0,6
gene:GLYMA_02G108000,1,39,2,116
gene:GLYMA_02G108100,13,4,66,32
gene:GLYMA_02G108200,1,1,1,1
gene:GLYMA_02G108300,391,175,429,191
gene:GLYMA_02G108400,2,35,3,64
gene:GLYMA_02G108500,41,14,88,33
gene:GLYMA_02G108600,8,17,10,20
gene:GLYMA_02G108700,0,2,0,3
gene:GLYMA_02G108800,0,0,0,0
gene:GLYMA_02G108900,61,44,77,60
gene:GLYMA_02G109000,0,0,0,0
gene:GLYMA_02G109100,628,150,866,249
gene:GLYMA_02G109200,31,35,46,62
gene:GLYMA_02G109300,11,4,11,4
gene:GLYMA_02G109400,125,229,203,308
gene:GLYMA_02G109500,8,0,8,0
gene:GLYMA_02G109600,3,55,3,67
gene:GLYMA_02G109700,0,32,0,32
gene:GLYMA_02G109800,20,67,34,129
gene:GLYMA_02G109900,370,514,534,764
gene:GLYMA_02G110000,0,0,0,0
gene:GLYMA_02G110100,0,0,0,0
gene:GLYMA_02G110200,0,0,0,0
gene:GLYMA_02G110300,14,35,16,47
gene:GLYMA_02G110400,114,68,178,125
gene:GLYMA_02G110500,0,0,0,0
gene:GLYMA_02G110600,0,0,0,0
gene:GLYMA_02G110700,121,130,191,204
gene:GLYMA_02G110800,2,14,11,23
gene:GLYMA_02G110900,0,1,0,1
gene:GLYMA_02G1110002,30,0,30,0
gene:GLYMA_02G1110001,1,0,1,0
gene:GLYMA_02G111100,0,0,0,0
gene:GLYMA_02G111200,1,1,1,1
gene:GLYMA_02G111300,37,34,44,50
gene:GLYMA_02G111400,36,97,46,133
gene:GLYMA_02G111500,21,117,23,137
gene:GLYMA_02G111600,6,21,21,32
gene:GLYMA_02G111700,4,8,9,21
gene:GLYMA_02G111800,65,283,104,360
gene:GLYMA_02G111900,36,162,45,190
gene:GLYMA_02G112000,52,37,56,40
gene:GLYMA_02G1121002,24,67,35,97
gene:GLYMA_02G1121001,9,33,11,40
gene:GLYMA_02G1122002,39,29,39,28
gene:GLYMA_02G1122003,1,5,1,4
gene:GLYMA_02G1122001,10,13,11,13
gene:GLYMA_02G112300,1,1,1,1
gene:GLYMA_02G112400,312,673,398,761
gene:GLYMA_02G112500,20,3,26,6
gene:GLYMA_02G112600,32,15,40,29
gene:GLYMA_02G112700,0,0,0,0
gene:GLYMA_02G112800,54,66,74,85
gene:GLYMA_02G112900,155,75,178,78
gene:GLYMA_02G113000,1,2,1,2
gene:GLYMA_02G113100,2,0,2,1
gene:GLYMA_02G1132002,0,0,0,0
gene:GLYMA_02G113300,44,108,60,145
gene:GLYMA_02G113400,5,3,5,5
gene:GLYMA_02G113500,27,21,42,30
gene:GLYMA_02G113600,0,0,0,2
gene:GLYMA_02G113700,42,58,84,97
gene:GLYMA_02G113800,2,0,4,9
gene:GLYMA_02G113900,22,26,38,81
gene:GLYMA_02G114000,21,12,37,25
gene:GLYMA_02G114100,68,287,81,395
gene:GLYMA_02G114200,29,69,43,98
gene:GLYMA_02G114300,0,16,0,29
gene:GLYMA_02G114400,0,1,0,1
gene:GLYMA_02G114500,3,2,3,2
gene:GLYMA_02G114600,0,0,0,0
gene:GLYMA_02G114700,0,0,0,0
gene:GLYMA_02G114800,73,58,129,120
gene:GLYMA_02G114900,0,0,0,0
gene:GLYMA_02G115000,1,0,1,0
gene:GLYMA_02G115100,3,2,5,2
gene:GLYMA_02G115200,169,44,264,63
gene:GLYMA_02G115300,2,1,28,2
gene:GLYMA_02G115400,298,311,467,689
gene:GLYMA_02G115500,2,2,17,15
gene:GLYMA_02G115600,42,67,64,117
gene:GLYMA_02G115700,17,4,22,6
gene:GLYMA_02G115800,0,0,0,0
gene:GLYMA_02G115900,250,269,413,656
gene:GLYMA_02G116000,158,153,243,220
gene:GLYMA_02G116100,116,147,197,286
gene:GLYMA_02G116200,1,1,10,5
gene:GLYMA_02G116300,247,280,377,400
gene:GLYMA_02G116400,58,355,65,364
gene:GLYMA_02G116500,27,12,30,15
gene:GLYMA_02G116600,0,1,5,8
gene:GLYMA_02G1167002,7,10,7,10
gene:GLYMA_02G1167001,24,25,26,37
gene:GLYMA_02G116800,0,0,0,0
gene:GLYMA_02G116900,80,38,98,42
gene:GLYMA_02G117000,28,16,28,16
gene:GLYMA_02G117100,13,30,13,30
gene:GLYMA_02G117200,8,4,8,4
gene:GLYMA_02G117300,0,0,0,0
gene:GLYMA_02G117400,0,0,0,0
gene:GLYMA_02G117500,0,0,2,0
gene:GLYMA_02G117600,0,0,0,2
gene:GLYMA_02G117700,0,0,2,0
gene:GLYMA_02G117800,0,0,0,0
gene:GLYMA_02G117900,0,0,2,0
gene:GLYMA_02G118000,0,0,0,0
gene:GLYMA_02G118100,0,0,1,1
gene:GLYMA_02G118200,0,0,1,2
gene:GLYMA_02G118300,0,0,1,0
gene:GLYMA_02G118400,0,0,1,0
gene:GLYMA_02G118500,112,172,140,216
gene:GLYMA_02G118600,13,3,21,10
gene:GLYMA_02G118700,0,0,1,4
gene:GLYMA_02G118800,42,32,42,32
gene:GLYMA_02G118900,0,0,0,0
gene:GLYMA_02G119000,63,59,119,83
gene:GLYMA_02G119100,0,0,0,0
gene:GLYMA_02G119200,436,461,679,660
gene:GLYMA_02G119300,25,6,42,7
gene:GLYMA_02G119400,1,2,1,2
gene:GLYMA_02G119500,4,15,5,16
gene:GLYMA_02G119600,4,40,137,89
gene:GLYMA_02G119700,175,231,341,459
gene:GLYMA_02G119800,0,0,0,0
gene:GLYMA_02G119900,0,2,0,2
gene:GLYMA_02G120000,69,140,128,258
gene:GLYMA_02G120100,6,7,7,9
gene:GLYMA_02G120200,27,87,47,169
gene:GLYMA_02G120300,7,5,19,14
gene:GLYMA_02G120400,33,18,41,29
gene:GLYMA_02G120500,126,97,168,123
gene:GLYMA_02G120600,0,0,0,1
gene:GLYMA_02G120700,0,0,0,0
gene:GLYMA_02G120800,3,82,4,112
gene:GLYMA_02G120900,501,777,739,1258
gene:ENSRNA049760384,0,0,7,1
gene:GLYMA_02G121000,0,28,0,62
gene:GLYMA_02G121100,0,0,0,0
gene:GLYMA_02G121200,54,60,85,85
gene:GLYMA_02G121300,21,71,24,96
gene:GLYMA_02G121400,4,43,4,58
gene:GLYMA_02G121500,0,0,0,0
gene:GLYMA_02G121600,0,0,0,0
gene:GLYMA_02G121700,0,0,0,0
gene:GLYMA_02G121800,0,74,1,74
gene:GLYMA_02G121900,0,2,0,2
gene:GLYMA_02G122000,1,0,1,0
gene:GLYMA_02G122100,0,0,34,15
gene:GLYMA_02G122200,55,119,78,170
gene:GLYMA_02G122300,3,5,4,5
gene:GLYMA_02G122400,0,2,0,14
gene:GLYMA_02G122500,29,30,47,81
gene:GLYMA_02G122600,0,0,0,0
gene:GLYMA_02G122700,83,106,126,123
gene:GLYMA_02G122800,2,3,2,3
gene:GLYMA_02G122900,104,114,195,233
gene:GLYMA_02G123000,1,0,2,0
gene:GLYMA_02G123100,34,32,49,47
gene:GLYMA_02G123200,1,1,1,1
gene:GLYMA_02G123300,2,5,5,10
gene:GLYMA_02G123400,71,123,89,153
gene:GLYMA_02G123500,0,32,0,32
gene:GLYMA_02G123600,0,13,0,25
gene:GLYMA_02G123700,260,463,496,661
gene:GLYMA_02G123800,2,31,2,31
gene:GLYMA_02G123900,0,0,0,0
gene:GLYMA_02G124000,82,4,85,5
gene:GLYMA_02G124100,162,72,202,116
gene:GLYMA_02G124200,0,4,0,4
gene:GLYMA_02G124300,4,9,4,10
gene:GLYMA_02G124400,76,77,106,106
gene:GLYMA_02G124500,233,108,326,205
gene:GLYMA_02G124600,69,249,71,281
gene:GLYMA_02G124700,2,1,2,1
gene:GLYMA_02G124800,0,0,0,0
gene:GLYMA_02G124900,1,5,1,5
gene:GLYMA_02G125000,717,3,739,3
gene:GLYMA_02G125100,75,44,76,45
gene:GLYMA_02G125200,276,235,363,294
gene:GLYMA_02G125300,11,15,24,25
gene:GLYMA_02G125400,4,49,6,69
gene:GLYMA_02G125500,0,0,0,0
gene:GLYMA_02G125600,214,40,215,40
gene:GLYMA_02G125700,0,0,0,0
gene:GLYMA_02G125800,0,2,0,2
gene:GLYMA_02G125900,73,25,87,35
gene:GLYMA_02G126000,0,2,0,2
gene:GLYMA_02G126100,100,1,112,1
gene:GLYMA_02G126200,0,0,0,0
gene:GLYMA_02G126300,0,0,7,1
gene:GLYMA_02G126400,0,0,0,0
gene:GLYMA_02G126500,2,3,2,3
gene:GLYMA_02G126600,0,0,0,0
gene:GLYMA_02G126700,10,5,11,5
gene:GLYMA_02G126800,1,12,1,19
gene:GLYMA_02G126900,0,0,0,0
gene:GLYMA_02G127000,0,0,0,7
gene:GLYMA_02G127100,0,0,0,0
gene:GLYMA_02G127200,169,151,291,233
gene:GLYMA_02G127300,5,10,9,48
gene:GLYMA_02G127400,30,23,48,32
gene:GLYMA_02G127500,0,0,108,56
gene:GLYMA_02G127600,37,33,57,35
gene:GLYMA_02G127700,36,17,43,21
gene:GLYMA_02G127800,12,256,35,346
gene:GLYMA_02G127900,0,0,0,0
gene:GLYMA_02G128000,2158,920,2853,1170
gene:GLYMA_02G128100,0,0,0,0
gene:GLYMA_02G128200,2,9,2,13
gene:GLYMA_02G128300,33,57,124,184
gene:GLYMA_02G128400,0,2,0,2
gene:GLYMA_02G128500,51,50,51,50
gene:GLYMA_02G128600,0,0,0,0
gene:GLYMA_02G128700,37,41,61,85
gene:GLYMA_02G128800,89,13,100,13
