	Glycine_max.Glycine_max_v2.0.pep.all.fa	Lj3.0_pep.fa	Lupinus_angustifolius.LupAngTanjil_v1.0.pep.all.fa	Medicago_truncatula.MedtrA17_4.0.pep.all.fa	Phaseolus_vulgaris.PhaVulg1_0.pep.all.fa
OG0050172		Lj0g3v0075379.3			
OG0050173		Lj0g3v0075399.1			
OG0050174		Lj0g3v0075409.1			
OG0050175		Lj0g3v0075409.2			
OG0050176		Lj0g3v0075419.1			
OG0050177		Lj0g3v0075439.1			
OG0050178		Lj0g3v0075449.1			
OG0050179		Lj0g3v0075539.1			
OG0050180		Lj0g3v0075649.1			
OG0050181		Lj0g3v0075659.1			
OG0050182		Lj0g3v0075669.1			
OG0050183		Lj0g3v0075779.1			
OG0050184		Lj0g3v0075859.1			
OG0050185		Lj0g3v0075879.1			
OG0050186		Lj0g3v0075959.4			
OG0050187		Lj0g3v0075989.1			
OG0050188		Lj0g3v0076039.1			
OG0050189		Lj0g3v0076069.1			
OG0050190		Lj0g3v0076069.2			
OG0050191		Lj0g3v0076119.1			
OG0050192		Lj0g3v0076219.1			
OG0050193		Lj0g3v0076219.2			
OG0050194		Lj0g3v0076349.1			
OG0050195		Lj0g3v0076419.1			
OG0050196		Lj0g3v0076429.1			
OG0050197		Lj0g3v0076429.2			
OG0050198		Lj0g3v0076609.1			
OG0050199		Lj0g3v0076719.1			
OG0050200		Lj0g3v0076769.2			
OG0050201		Lj0g3v0076829.1			
OG0050202		Lj0g3v0076949.1			
OG0050203		Lj0g3v0076959.1			
OG0050204		Lj0g3v0076969.1			
OG0050205		Lj0g3v0077209.1			
OG0050206		Lj0g3v0077309.1			
OG0050207		Lj0g3v0077359.1			
OG0050208		Lj0g3v0077409.1			
OG0050209		Lj0g3v0077439.1			
OG0050210		Lj0g3v0077539.1			
OG0050211		Lj0g3v0077569.1			
OG0050212		Lj0g3v0077589.1			
OG0050213		Lj0g3v0077639.1			
OG0050214		Lj0g3v0077789.1			
OG0050215		Lj0g3v0077829.1			
OG0050216		Lj0g3v0077839.1			
OG0050217		Lj0g3v0077849.1			
OG0050218		Lj0g3v0077889.1			
OG0050219		Lj0g3v0077899.1			
OG0050220		Lj0g3v0077929.1			
OG0050221		Lj0g3v0077939.1			
OG0050222		Lj0g3v0077939.2			
OG0050223		Lj0g3v0077999.1			
OG0050224		Lj0g3v0078099.1			
OG0050225		Lj0g3v0078189.2			
OG0050226		Lj0g3v0078189.3			
OG0050227		Lj0g3v0078189.4			
OG0050228		Lj0g3v0078349.1			
OG0050229		Lj0g3v0078369.1			
OG0050230		Lj0g3v0078439.1			
OG0050231		Lj0g3v0078459.1			
OG0050232		Lj0g3v0078469.1			
OG0050233		Lj0g3v0078499.1			
OG0050234		Lj0g3v0078509.1			
OG0050235		Lj0g3v0078599.1			
OG0050236		Lj0g3v0078609.1			
OG0050237		Lj0g3v0078669.1			
OG0050238		Lj0g3v0078699.1			
OG0050239		Lj0g3v0078749.1			
OG0050240		Lj0g3v0078759.1			
OG0050241		Lj0g3v0078789.2			
OG0050242		Lj0g3v0078809.1			
OG0050243		Lj0g3v0078849.1			
OG0050244		Lj0g3v0078859.1			
OG0050245		Lj0g3v0078919.1			
OG0050246		Lj0g3v0078989.1			
OG0050247		Lj0g3v0079019.1			
OG0050248		Lj0g3v0079049.1			
OG0050249		Lj0g3v0079079.1			
OG0050250		Lj0g3v0079139.1			
OG0050251		Lj0g3v0079209.1			
OG0050252		Lj0g3v0079479.1			
OG0050253		Lj0g3v0079489.1			
OG0050254		Lj0g3v0079549.1			
OG0050255		Lj0g3v0079559.1			
OG0050256		Lj0g3v0079569.1			
OG0050257		Lj0g3v0079579.1			
OG0050258		Lj0g3v0079589.1			
OG0050259		Lj0g3v0079629.1			
OG0050260		Lj0g3v0079669.2			
OG0050261		Lj0g3v0079759.1			
OG0050262		Lj0g3v0079769.1			
OG0050263		Lj0g3v0079839.1			
OG0050264		Lj0g3v0079849.1			
OG0050265		Lj0g3v0079869.1			
OG0050266		Lj0g3v0079869.2			
OG0050267		Lj0g3v0079869.3			
OG0050268		Lj0g3v0079879.1			
OG0050269		Lj0g3v0079929.1			
OG0050270		Lj0g3v0079939.1			
OG0050271		Lj0g3v0080079.1			
OG0050272		Lj0g3v0080189.1			
OG0050273		Lj0g3v0080239.1			
OG0050274		Lj0g3v0080299.1			
OG0050275		Lj0g3v0080509.1			
OG0050276		Lj0g3v0080509.2			
OG0050277		Lj0g3v0080569.1			
OG0050278		Lj0g3v0080579.1			
OG0050279		Lj0g3v0080589.1			
OG0050280		Lj0g3v0080619.1			
OG0050281		Lj0g3v0080719.1			
OG0050282		Lj0g3v0080769.1			
OG0050283		Lj0g3v0080819.3			
OG0050284		Lj0g3v0080829.1			
OG0050285		Lj0g3v0080839.1			
OG0050286		Lj0g3v0080969.1			
OG0050287		Lj0g3v0081019.1			
OG0050288		Lj0g3v0081029.1			
OG0050289		Lj0g3v0081039.1			
OG0050290		Lj0g3v0081059.1			
OG0050291		Lj0g3v0081069.1			
OG0050292		Lj0g3v0081099.1			
OG0050293		Lj0g3v0081109.1			
OG0050294		Lj0g3v0081149.1			
OG0050295		Lj0g3v0081169.1			
OG0050296		Lj0g3v0081219.1			
OG0050297		Lj0g3v0081309.1			
OG0050298		Lj0g3v0081329.1			
OG0050299		Lj0g3v0081329.2			
OG0050300		Lj0g3v0081349.1			
OG0050301		Lj0g3v0081359.1			
OG0050302		Lj0g3v0081369.1			
OG0050303		Lj0g3v0081379.1			
OG0050304		Lj0g3v0081389.1			
OG0050305		Lj0g3v0081449.1			
OG0050306		Lj0g3v0081519.1			
OG0050307		Lj0g3v0081569.1			
OG0050308		Lj0g3v0081739.1			
OG0050309		Lj0g3v0081749.1			
OG0050310		Lj0g3v0081769.1			
OG0050311		Lj0g3v0081799.1			
OG0050312		Lj0g3v0081929.1			
OG0050313		Lj0g3v0081949.1			
OG0050314		Lj0g3v0082089.1			
OG0050315		Lj0g3v0082129.1			
OG0050316		Lj0g3v0082149.1			
OG0050317		Lj0g3v0082219.1			
OG0050318		Lj0g3v0082299.1			
OG0050319		Lj0g3v0082379.1			
OG0050320		Lj0g3v0082439.1			
OG0050321		Lj0g3v0082449.1			
OG0050322		Lj0g3v0082529.1			
OG0050323		Lj0g3v0082619.1			
OG0050324		Lj0g3v0082629.1			
OG0050325		Lj0g3v0082679.1			
OG0050326		Lj0g3v0082839.1			
OG0050327		Lj0g3v0082869.1			
OG0050328		Lj0g3v0082899.1			
OG0050329		Lj0g3v0082899.2			
OG0050330		Lj0g3v0082949.2			
OG0050331		Lj0g3v0082969.1			
OG0050332		Lj0g3v0082979.1			
OG0050333		Lj0g3v0083079.1			
OG0050334		Lj0g3v0083299.1			
OG0050335		Lj0g3v0083479.1			
OG0050336		Lj0g3v0083539.1			
OG0050337		Lj0g3v0083589.1			
OG0050338		Lj0g3v0083599.1			
OG0050339		Lj0g3v0083619.1			
OG0050340		Lj0g3v0083629.1			
OG0050341		Lj0g3v0083649.1			
OG0050342		Lj0g3v0083719.1			
OG0050343		Lj0g3v0083739.1			
OG0050344		Lj0g3v0083749.1			
OG0050345		Lj0g3v0083789.1			
OG0050346		Lj0g3v0083899.1			
OG0050347		Lj0g3v0083969.1			
OG0050348		Lj0g3v0083999.1			
OG0050349		Lj0g3v0084019.1			
OG0050350		Lj0g3v0084219.1			
OG0050351		Lj0g3v0084299.1			
OG0050352		Lj0g3v0084309.1			
OG0050353		Lj0g3v0084369.1			
OG0050354		Lj0g3v0084389.1			
OG0050355		Lj0g3v0084399.1			
OG0050356		Lj0g3v0084419.1			
OG0050357		Lj0g3v0084429.1			
OG0050358		Lj0g3v0084469.1			
OG0050359		Lj0g3v0084479.1			
OG0050360		Lj0g3v0084499.1			
OG0050361		Lj0g3v0084529.1			
OG0050362		Lj0g3v0084549.1			
OG0050363		Lj0g3v0084559.1			
OG0050364		Lj0g3v0084649.1			
OG0050365		Lj0g3v0084679.1			
OG0050366		Lj0g3v0084699.1			
OG0050367		Lj0g3v0084749.1			
OG0050368		Lj0g3v0084759.1			
OG0050369		Lj0g3v0084929.1			
OG0050370		Lj0g3v0085069.1			
OG0050371		Lj0g3v0085189.1			
OG0050372		Lj0g3v0085239.1			
OG0050373		Lj0g3v0085279.1			
OG0050374		Lj0g3v0085329.1			
OG0050375		Lj0g3v0085349.1			
OG0050376		Lj0g3v0085459.1			
OG0050377		Lj0g3v0085539.1			
OG0050378		Lj0g3v0085549.1			
OG0050379		Lj0g3v0085579.2			
OG0050380		Lj0g3v0085649.1			
OG0050381		Lj0g3v0085659.1			
OG0050382		Lj0g3v0085679.1			
OG0050383		Lj0g3v0085679.2			
OG0050384		Lj0g3v0085679.3			
OG0050385		Lj0g3v0085719.1			
OG0050386		Lj0g3v0085739.1			
OG0050387		Lj0g3v0085829.1			
OG0050388		Lj0g3v0085829.2			
OG0050389		Lj0g3v0085839.1			
OG0050390		Lj0g3v0085859.1			
OG0050391		Lj0g3v0085899.1			
OG0050392		Lj0g3v0085979.1			
OG0050393		Lj0g3v0085989.1			
OG0050394		Lj0g3v0086039.1			
OG0050395		Lj0g3v0086049.1			
OG0050396		Lj0g3v0086059.1			
OG0050397		Lj0g3v0086109.1			
OG0050398		Lj0g3v0086149.1			
OG0050399		Lj0g3v0086169.1			
OG0050400		Lj0g3v0086199.1			
OG0050401		Lj0g3v0086219.1			
OG0050402		Lj0g3v0086229.1			
OG0050403		Lj0g3v0086239.1			
OG0050404		Lj0g3v0086439.1			
OG0050405		Lj0g3v0086609.1			
OG0050406		Lj0g3v0086679.1			
OG0050407		Lj0g3v0086739.1			
OG0050408		Lj0g3v0086749.1			
OG0050409		Lj0g3v0086819.1			
OG0050410		Lj0g3v0086929.1			
OG0050411		Lj0g3v0087049.1			
OG0050412		Lj0g3v0087099.1			
OG0050413		Lj0g3v0087179.1			
OG0050414		Lj0g3v0087399.1			
OG0050415		Lj0g3v0087399.2			
OG0050416		Lj0g3v0087399.3			
OG0050417		Lj0g3v0087469.1			
OG0050418		Lj0g3v0087479.1			
OG0050419		Lj0g3v0087489.1			
OG0050420		Lj0g3v0087509.1			
OG0050421		Lj0g3v0087529.1			
OG0050422		Lj0g3v0087569.1			
OG0050423		Lj0g3v0087609.1			
OG0050424		Lj0g3v0087709.1			
OG0050425		Lj0g3v0087839.3			
OG0050426		Lj0g3v0087919.1			
OG0050427		Lj0g3v0088039.1			
OG0050428		Lj0g3v0088069.1			
OG0050429		Lj0g3v0088129.1			
OG0050430		Lj0g3v0088199.1			
OG0050431		Lj0g3v0088229.1			
OG0050432		Lj0g3v0088319.1			
OG0050433		Lj0g3v0088389.1			
OG0050434		Lj0g3v0088419.1			
OG0050435		Lj0g3v0088419.2			
OG0050436		Lj0g3v0088439.1			
OG0050437		Lj0g3v0088529.1			
OG0050438		Lj0g3v0088549.1			
OG0050439		Lj0g3v0088619.1			
OG0050440		Lj0g3v0088639.1			
OG0050441		Lj0g3v0088649.1			
OG0050442		Lj0g3v0088669.1			
OG0050443		Lj0g3v0088869.1			
OG0050444		Lj0g3v0088989.1			
OG0050445		Lj0g3v0089039.1			
OG0050446		Lj0g3v0089109.1			
OG0050447		Lj0g3v0089119.1			
OG0050448		Lj0g3v0089159.1			
OG0050449		Lj0g3v0089169.1			
OG0050450		Lj0g3v0089219.2			
OG0050451		Lj0g3v0089289.1			
OG0050452		Lj0g3v0089329.1			
OG0050453		Lj0g3v0089419.1			
OG0050454		Lj0g3v0089439.1			
OG0050455		Lj0g3v0089459.2			
OG0050456		Lj0g3v0089489.1			
OG0050457		Lj0g3v0089549.1			
OG0050458		Lj0g3v0089599.1			
OG0050459		Lj0g3v0089599.2			
OG0050460		Lj0g3v0089709.1			
OG0050461		Lj0g3v0089719.2			
OG0050462		Lj0g3v0089929.1			
OG0050463		Lj0g3v0090019.1			
OG0050464		Lj0g3v0090049.1			
OG0050465		Lj0g3v0090109.1			
OG0050466		Lj0g3v0090179.1			
OG0050467		Lj0g3v0090259.1			
OG0050468		Lj0g3v0090489.1			
OG0050469		Lj0g3v0090589.1			
OG0050470		Lj0g3v0090639.1			
OG0050471		Lj0g3v0090719.1			
OG0050472		Lj0g3v0090829.1			
OG0050473		Lj0g3v0090839.1			
OG0050474		Lj0g3v0090839.4			
OG0050475		Lj0g3v0090949.1			
OG0050476		Lj0g3v0090999.1			
OG0050477		Lj0g3v0091009.1			
OG0050478		Lj0g3v0091129.1			
OG0050479		Lj0g3v0091339.1			
OG0050480		Lj0g3v0091459.1			
OG0050481		Lj0g3v0091499.1			
OG0050482		Lj0g3v0091539.1			
OG0050483		Lj0g3v0091549.1			
OG0050484		Lj0g3v0091559.1			
OG0050485		Lj0g3v0091569.1			
OG0050486		Lj0g3v0091669.1			
OG0050487		Lj0g3v0092129.1			
OG0050488		Lj0g3v0092159.1			
OG0050489		Lj0g3v0092299.1			
OG0050490		Lj0g3v0092319.1			
OG0050491		Lj0g3v0092339.2			
OG0050492		Lj0g3v0092409.1			
OG0050493		Lj0g3v0092529.1			
OG0050494		Lj0g3v0092569.2			
OG0050495		Lj0g3v0092599.1			
OG0050496		Lj0g3v0092639.1			
OG0050497		Lj0g3v0092639.3			
OG0050498		Lj0g3v0092729.1			
OG0050499		Lj0g3v0092839.1			
OG0050500		Lj0g3v0092919.1			
OG0050501		Lj0g3v0092959.1			
OG0050502		Lj0g3v0092969.1			
OG0050503		Lj0g3v0092979.1			
OG0050504		Lj0g3v0093149.1			
OG0050505		Lj0g3v0093179.1			
OG0050506		Lj0g3v0093189.1			
OG0050507		Lj0g3v0093279.1			
OG0050508		Lj0g3v0093349.1			
OG0050509		Lj0g3v0093349.2			
OG0050510		Lj0g3v0093349.4			
OG0050511		Lj0g3v0093359.1			
OG0050512		Lj0g3v0093419.1			
OG0050513		Lj0g3v0093429.1			
OG0050514		Lj0g3v0093449.1			
OG0050515		Lj0g3v0093469.1			
OG0050516		Lj0g3v0093659.1			
OG0050517		Lj0g3v0093759.1			
OG0050518		Lj0g3v0093809.1			
OG0050519		Lj0g3v0093829.1			
OG0050520		Lj0g3v0093839.1			
OG0050521		Lj0g3v0093949.1			
OG0050522		Lj0g3v0093989.1			
OG0050523		Lj0g3v0094069.1			
OG0050524		Lj0g3v0094129.1			
OG0050525		Lj0g3v0094179.1			
OG0050526		Lj0g3v0094189.1			
OG0050527		Lj0g3v0094269.1			
OG0050528		Lj0g3v0094289.1			
OG0050529		Lj0g3v0094439.2			
OG0050530		Lj0g3v0094459.1			
OG0050531		Lj0g3v0094489.1			
OG0050532		Lj0g3v0094589.1			
OG0050533		Lj0g3v0094659.1			
OG0050534		Lj0g3v0094829.1			
OG0050535		Lj0g3v0094959.1			
OG0050536		Lj0g3v0094989.1			
OG0050537		Lj0g3v0095039.1			
OG0050538		Lj0g3v0095039.2			
OG0050539		Lj0g3v0095049.1			
OG0050540		Lj0g3v0095219.1			
OG0050541		Lj0g3v0095249.1			
OG0050542		Lj0g3v0095309.1			
OG0050543		Lj0g3v0095369.1			
OG0050544		Lj0g3v0095379.1			
OG0050545		Lj0g3v0095399.1			
OG0050546		Lj0g3v0095409.1			
OG0050547		Lj0g3v0095519.1			
OG0050548		Lj0g3v0095599.1			
OG0050549		Lj0g3v0095659.1			
OG0050550		Lj0g3v0095689.1			
OG0050551		Lj0g3v0095709.1			
OG0050552		Lj0g3v0095729.1			
OG0050553		Lj0g3v0095839.1			
OG0050554		Lj0g3v0095859.1			
OG0050555		Lj0g3v0095919.1			
OG0050556		Lj0g3v0095939.1			
OG0050557		Lj0g3v0095939.2			
OG0050558		Lj0g3v0095959.1			
OG0050559		Lj0g3v0096019.1			
OG0050560		Lj0g3v0096059.1			
OG0050561		Lj0g3v0096059.2			
OG0050562		Lj0g3v0096189.1			
OG0050563		Lj0g3v0096309.1			
OG0050564		Lj0g3v0096339.1			
OG0050565		Lj0g3v0096549.1			
OG0050566		Lj0g3v0096559.1			
OG0050567		Lj0g3v0096649.1			
OG0050568		Lj0g3v0096709.1			
OG0050569		Lj0g3v0096799.1			
OG0050570		Lj0g3v0096859.1			
OG0050571		Lj0g3v0096899.1			
OG0050572		Lj0g3v0096969.1			
OG0050573		Lj0g3v0096969.2			
OG0050574		Lj0g3v0097069.1			
OG0050575		Lj0g3v0097109.1			
OG0050576		Lj0g3v0097149.1			
OG0050577		Lj0g3v0097369.1			
OG0050578		Lj0g3v0097449.1			
OG0050579		Lj0g3v0097459.1			
OG0050580		Lj0g3v0097469.1			
OG0050581		Lj0g3v0097479.1			
OG0050582		Lj0g3v0097499.1			
OG0050583		Lj0g3v0097499.2			
OG0050584		Lj0g3v0097529.1			
OG0050585		Lj0g3v0097589.1			
OG0050586		Lj0g3v0097659.1			
OG0050587		Lj0g3v0097739.2			
OG0050588		Lj0g3v0097839.1			
OG0050589		Lj0g3v0097909.1			
OG0050590		Lj0g3v0097919.1			
OG0050591		Lj0g3v0097989.1			
OG0050592		Lj0g3v0098029.1			
OG0050593		Lj0g3v0098069.1			
OG0050594		Lj0g3v0098129.1			
OG0050595		Lj0g3v0098209.1			
OG0050596		Lj0g3v0098249.1			
OG0050597		Lj0g3v0098259.1			
OG0050598		Lj0g3v0098269.1			
OG0050599		Lj0g3v0098319.2			
OG0050600		Lj0g3v0098329.2			
OG0050601		Lj0g3v0098359.1			
OG0050602		Lj0g3v0098369.1			
OG0050603		Lj0g3v0098409.1			
OG0050604		Lj0g3v0098419.1			
OG0050605		Lj0g3v0098439.1			
OG0050606		Lj0g3v0098439.2			
OG0050607		Lj0g3v0098669.1			
OG0050608		Lj0g3v0098679.1			
OG0050609		Lj0g3v0098789.1			
OG0050610		Lj0g3v0098889.1			
OG0050611		Lj0g3v0098949.1			
OG0050612		Lj0g3v0098959.1			
OG0050613		Lj0g3v0099169.1			
OG0050614		Lj0g3v0099569.1			
OG0050615		Lj0g3v0099629.1			
OG0050616		Lj0g3v0099659.1			
OG0050617		Lj0g3v0099689.1			
OG0050618		Lj0g3v0099729.1			
OG0050619		Lj0g3v0099739.1			
OG0050620		Lj0g3v0099769.1			
OG0050621		Lj0g3v0099779.1			
OG0050622		Lj0g3v0099799.1			
OG0050623		Lj0g3v0099809.1			
OG0050624		Lj0g3v0099839.2			
OG0050625		Lj0g3v0099829.1			
OG0050626		Lj0g3v0099919.1			
OG0050627		Lj0g3v0099979.1			
OG0050628		Lj0g3v0100039.1			
OG0050629		Lj0g3v0100239.1			
OG0050630		Lj0g3v0100289.1			
OG0050631		Lj0g3v0100309.1			
OG0050632		Lj0g3v0100679.1			
OG0050633		Lj0g3v0100779.1			
OG0050634		Lj0g3v0100779.2			
OG0050635		Lj0g3v0100909.1			
OG0050636		Lj0g3v0100959.1			
OG0050637		Lj0g3v0100979.1			
OG0050638		Lj0g3v0101039.1			
OG0050639		Lj0g3v0101089.1			
OG0050640		Lj0g3v0101209.1			
OG0050641		Lj0g3v0101219.2			
OG0050642		Lj0g3v0101249.1			
OG0050643		Lj0g3v0101289.1			
OG0050644		Lj0g3v0101339.1			
OG0050645		Lj0g3v0101339.2			
OG0050646		Lj0g3v0101369.1			
OG0050647		Lj0g3v0101459.1			
OG0050648		Lj0g3v0101469.1			
OG0050649		Lj0g3v0101489.1			
OG0050650		Lj0g3v0101529.1			
OG0050651		Lj0g3v0101569.1			
OG0050652		Lj0g3v0101659.1			
OG0050653		Lj0g3v0101669.1			
OG0050654		Lj0g3v0101739.1			
OG0050655		Lj0g3v0101789.1			
OG0050656		Lj0g3v0101929.1			
OG0050657		Lj0g3v0102009.1			
OG0050658		Lj0g3v0102009.2			
OG0050659		Lj0g3v0102079.1			
OG0050660		Lj0g3v0102179.1			
OG0050661		Lj0g3v0102189.1			
OG0050662		Lj0g3v0102229.1			
OG0050663		Lj0g3v0102389.1			
OG0050664		Lj0g3v0102429.1			
OG0050665		Lj0g3v0102509.1			
OG0050666		Lj0g3v0102519.1			
OG0050667		Lj0g3v0102519.2			
OG0050668		Lj0g3v0102519.3			
OG0050669		Lj0g3v0102529.1			
OG0050670		Lj0g3v0102549.1			
OG0050671		Lj0g3v0102549.2			
OG0050672		Lj0g3v0102569.1			
OG0050673		Lj0g3v0102579.1			
OG0050674		Lj0g3v0102749.1			
OG0050675		Lj0g3v0102779.1			
OG0050676		Lj0g3v0102779.2			
OG0050677		Lj0g3v0102779.3			
OG0050678		Lj0g3v0102779.4			
OG0050679		Lj0g3v0102889.1			
OG0050680		Lj0g3v0102919.1			
OG0050681		Lj0g3v0102959.1			
OG0050682		Lj0g3v0102999.1			
OG0050683		Lj0g3v0102999.3			
OG0050684		Lj0g3v0103029.1			
OG0050685		Lj0g3v0103029.2			
OG0050686		Lj0g3v0103039.1			
OG0050687		Lj0g3v0103089.1			
OG0050688		Lj0g3v0103129.1			
OG0050689		Lj0g3v0103149.1			
OG0050690		Lj0g3v0103179.1			
OG0050691		Lj0g3v0103209.1			
OG0050692		Lj0g3v0103269.1			
OG0050693		Lj0g3v0103359.3			
OG0050694		Lj0g3v0103429.1			
OG0050695		Lj0g3v0103479.1			
OG0050696		Lj0g3v0103509.1			
OG0050697		Lj0g3v0103639.1			
OG0050698		Lj0g3v0103739.1			
OG0050699		Lj0g3v0103829.1			
OG0050700		Lj0g3v0103879.1			
OG0050701		Lj0g3v0103889.1			
OG0050702		Lj0g3v0103939.1			
OG0050703		Lj0g3v0104089.1			
OG0050704		Lj0g3v0104159.1			
OG0050705		Lj0g3v0104179.1			
OG0050706		Lj0g3v0104199.1			
OG0050707		Lj0g3v0104279.1			
OG0050708		Lj0g3v0104329.1			
OG0050709		Lj0g3v0104349.1			
OG0050710		Lj0g3v0104399.3			
OG0050711		Lj0g3v0104429.1			
OG0050712		Lj0g3v0104639.1			
OG0050713		Lj0g3v0104719.2			
OG0050714		Lj0g3v0104799.1			
OG0050715		Lj0g3v0104869.1			
OG0050716		Lj0g3v0104919.1			
OG0050717		Lj0g3v0104919.2			
OG0050718		Lj0g3v0104909.1			
OG0050719		Lj0g3v0104929.1			
OG0050720		Lj0g3v0104939.2			
OG0050721		Lj0g3v0104949.1			
OG0050722		Lj0g3v0104969.1			
OG0050723		Lj0g3v0104989.1			
OG0050724		Lj0g3v0105069.1			
OG0050725		Lj0g3v0105089.1			
OG0050726		Lj0g3v0105189.1			
OG0050727		Lj0g3v0105269.1			
OG0050728		Lj0g3v0105699.2			
OG0050729		Lj0g3v0105759.1			
OG0050730		Lj0g3v0105809.1			
OG0050731		Lj0g3v0105859.1			
OG0050732		Lj0g3v0105869.1			
OG0050733		Lj0g3v0105869.2			
OG0050734		Lj0g3v0105909.1			
OG0050735		Lj0g3v0105939.1			
OG0050736		Lj0g3v0105949.1			
OG0050737		Lj0g3v0105979.1			
OG0050738		Lj0g3v0106009.1			
OG0050739		Lj0g3v0106119.1			
OG0050740		Lj0g3v0106129.1			
OG0050741		Lj0g3v0106149.1			
OG0050742		Lj0g3v0106159.1			
OG0050743		Lj0g3v0106169.1			
OG0050744		Lj0g3v0106179.1			
OG0050745		Lj0g3v0106189.1			
OG0050746		Lj0g3v0106199.1			
OG0050747		Lj0g3v0106209.1			
OG0050748		Lj0g3v0106359.1			
OG0050749		Lj0g3v0106389.1			
OG0050750		Lj0g3v0106399.1			
OG0050751		Lj0g3v0106549.1			
OG0050752		Lj0g3v0106549.2			
OG0050753		Lj0g3v0106559.1			
OG0050754		Lj0g3v0106589.1			
OG0050755		Lj0g3v0106599.1			
OG0050756		Lj0g3v0106659.1			
OG0050757		Lj0g3v0106659.2			
OG0050758		Lj0g3v0106679.1			
OG0050759		Lj0g3v0106709.1			
OG0050760		Lj0g3v0106739.1			
OG0050761		Lj0g3v0106849.1			
OG0050762		Lj0g3v0106889.1			
OG0050763		Lj0g3v0106899.1			
OG0050764		Lj0g3v0106939.1			
OG0050765		Lj0g3v0106979.1			
OG0050766		Lj0g3v0107019.1			
OG0050767		Lj0g3v0107089.1			
OG0050768		Lj0g3v0107149.1			
OG0050769		Lj0g3v0107229.1			
OG0050770		Lj0g3v0107259.1			
OG0050771		Lj0g3v0107279.1			
OG0050772		Lj0g3v0107329.1			
OG0050773		Lj0g3v0107329.2			
OG0050774		Lj0g3v0107389.1			
OG0050775		Lj0g3v0107409.1			
OG0050776		Lj0g3v0107479.1			
OG0050777		Lj0g3v0107489.2			
OG0050778		Lj0g3v0107509.1			
OG0050779		Lj0g3v0107549.1			
OG0050780		Lj0g3v0107569.1			
OG0050781		Lj0g3v0107619.1			
OG0050782		Lj0g3v0107639.1			
OG0050783		Lj0g3v0107649.1			
OG0050784		Lj0g3v0107659.1			
OG0050785		Lj0g3v0107779.1			
OG0050786		Lj0g3v0107789.1			
OG0050787		Lj0g3v0107839.3			
OG0050788		Lj0g3v0107909.1			
OG0050789		Lj0g3v0107919.2			
OG0050790		Lj0g3v0108009.1			
OG0050791		Lj0g3v0108219.1			
OG0050792		Lj0g3v0108239.1			
OG0050793		Lj0g3v0108449.1			
OG0050794		Lj0g3v0108459.2			
OG0050795		Lj0g3v0108479.1			
OG0050796		Lj0g3v0108539.1			
OG0050797		Lj0g3v0108549.1			
OG0050798		Lj0g3v0108549.2			
OG0050799		Lj0g3v0108559.1			
OG0050800		Lj0g3v0108599.1			
OG0050801		Lj0g3v0108699.2			
OG0050802		Lj0g3v0108769.1			
OG0050803		Lj0g3v0108779.1			
OG0050804		Lj0g3v0108799.1			
OG0050805		Lj0g3v0108809.1			
OG0050806		Lj0g3v0108969.1			
OG0050807		Lj0g3v0109139.1			
OG0050808		Lj0g3v0109219.1			
OG0050809		Lj0g3v0109259.3			
OG0050810		Lj0g3v0109269.2			
OG0050811		Lj0g3v0109299.1			
OG0050812		Lj0g3v0109379.1			
OG0050813		Lj0g3v0109419.1			
OG0050814		Lj0g3v0109489.1			
OG0050815		Lj0g3v0109499.1			
OG0050816		Lj0g3v0109589.1			
OG0050817		Lj0g3v0109699.1			
OG0050818		Lj0g3v0109709.1			
OG0050819		Lj0g3v0109789.1			
OG0050820		Lj0g3v0109809.1			
OG0050821		Lj0g3v0109899.1			
OG0050822		Lj0g3v0109979.1			
OG0050823		Lj0g3v0109979.2			
OG0050824		Lj0g3v0109969.1			
OG0050825		Lj0g3v0109989.1			
OG0050826		Lj0g3v0110099.1			
OG0050827		Lj0g3v0110159.1			
OG0050828		Lj0g3v0110199.1			
OG0050829		Lj0g3v0110219.1			
OG0050830		Lj0g3v0110249.1			
OG0050831		Lj0g3v0110259.1			
OG0050832		Lj0g3v0110329.1			
OG0050833		Lj0g3v0110339.1			
OG0050834		Lj0g3v0110369.1			
OG0050835		Lj0g3v0110389.1			
OG0050836		Lj0g3v0110469.1			
OG0050837		Lj0g3v0110489.1			
OG0050838		Lj0g3v0110529.1			
OG0050839		Lj0g3v0110529.2			
OG0050840		Lj0g3v0110619.1			
OG0050841		Lj0g3v0110619.3			
OG0050842		Lj0g3v0110689.1			
OG0050843		Lj0g3v0110699.1			
OG0050844		Lj0g3v0110709.1			
OG0050845		Lj0g3v0110749.1			
OG0050846		Lj0g3v0110759.1			
OG0050847		Lj0g3v0110839.1			
OG0050848		Lj0g3v0110889.1			
OG0050849		Lj0g3v0110929.1			
OG0050850		Lj0g3v0110959.1			
OG0050851		Lj0g3v0110999.1			
OG0050852		Lj0g3v0111009.1			
OG0050853		Lj0g3v0111019.1			
OG0050854		Lj0g3v0111089.1			
OG0050855		Lj0g3v0111099.1			
OG0050856		Lj0g3v0111189.1			
OG0050857		Lj0g3v0111219.3			
OG0050858		Lj0g3v0111229.1			
OG0050859		Lj0g3v0111449.1			
OG0050860		Lj0g3v0111459.1			
OG0050861		Lj0g3v0111509.1			
OG0050862		Lj0g3v0111539.1			
OG0050863		Lj0g3v0111539.2			
OG0050864		Lj0g3v0111579.1			
